text,id_1,id_2,id_3,id_4,id_5,id_6,id_7,id_8,id_9
"79856355421 -4, Всё прошло хорошо, эксскурсия понравилась, гид Сергей очень интересно рассказывал пока добирались до Коломны. ????
Обзорная по Кремлю тоже интересная. ????
Очень понравилась Калачная и Музей пастилы.????
Один минус в организации- все три эксскурсии втиснули до обеда- не было свободного времени погулять.
10.00- Калачная
11.30- Кремль, после которой пришлось бежать к автобусу. Не смогли самостоятельно погулять по территории Кремля, не было даже 30 минут.
В 13.00- пастила, потом обед и выезд.
Было бы идеально одну экскурсию перенести после обеда( как заявлено в путёвке), чтоб не торопиться.",0,0,0,0,0,1,0,0,0
"79636412401-Добрый день .тур хороший .мне понравился .спасибо .шкала 5
.теперь опишу мне не понравилось то что начинается экскурсия и гид не оповещала после экскурсии через какое время приходить к автобусу чтобы отъезжать .надо говорить допустим на 20 мин свободное время во столько то вы должны быть на месте .лично гид мне не понравился .шкала 1
По водителю,автобус 079 .скажу так .ездию с ним не первый год в туры зовут его Виктор .водитель свою работу знает ,водитель очень даже классный,внимательный,вежливый,к туристам ,улыбается ,приятный молодец .побольше бы таких как он.домой ехали попросила меня высадить около спорт мастера по дороге домой .остановил чемодан вытащил пожелал мне хорошей дороги сказал ждёт Вас ещё.я просто восхищаюсь какой молодец.спасибо ему ",0,0,0,0,0,0,0,0,1
"9032095969 - 9 - Тур был не плохой. Кострома тот город,где никогда не будет скучно,там всегда есть что посмотреть. Недостатком этого тура я считаю во первых ,какое то странное размещение по 4 отелям города ,притом что тур позиционировался как 4 звёзды,а кого-то поселили в 3 и не самые лучшие и второе,считаю ,что в этом туре терем Снегурочки никак не вписывается,это чисто детский должен быть тур, лучше бы включили туда ещё музеи города . А в остальном все не плохо. Спасибо вам.
Отдельную благодарность передайте гиду за его терпение к нам,знание истории,прекрасные рассказы,замечательную память и его стихи ,а также благодарность водителю Александру за его проффессиональные качества!",0,0,1,0,0,1,0,0,0
"Первый прием пищи случился около 4 часов дня. Как вы считаете люди, которые заказывают обед, едут с семьей, детьми и не имеют остановок по питанию до 4 часов дня, будут чувствовать себя комфортно? Учитывая, что в 8 они садятся в автобус и с 5 на ногах. Я думаю, что нет, и вы это разделяете. Я уже молчу про хронические болезни а-ля диабетики, рассеянный склероз, которым нужно есть при этом я не медик, просто чисто человеческие наблюдения. Второе, наверное, что крайне не понравилось - экскурсовод в Калязине местный - женщина, по-моему, Надежда. Безумно язвительно реагировала все. Выходим из автобуса, идем в туалет, «а куда вы пошли, вы же не знаете где туалеты, что вы как толпа баранов, стойте стойте» ну вот такого плана замечания по окончанию недели субботнюю поездку как-то хочется более спокойно, доброжелательно без язвлений наверное. Ну и 3: мы ездили в Калязин с вами наверно 3 или 4 раз (я с супругом) сын ездил первый раз. Хочется понасыщенней, чуть быстрее музей, чуть больше прогулки, это что бы дети тоже не заскучали. Ну и 4: постоянно везде слушалась «французская провинция», деликатесы морские, но кроме 6 улиток продегустировано ничего из деликатесов не было. Бутерброд: черный хлеб со шпротиной – ну как-то я даже подобиделась немножко. Я не знаю, может я себе что то нафантазировала в связи с таким красивым названием экскурсии, но по моему даже экскурсовод в начале дороги говорил – мы вас будем завозить в магазин , там будут деликатесы , вы попробуете, приобретете , может быть под деликатесами была рыба, которая продавалась , но опять таки, то ли туристов стало меньше , потому что первые разы мы ехали через Мышкин, Углич  и там был рынок где от свежести нос закладывало в хорошем смысле слова , реально свежая продукция , реально как бы хотелось пробовать. Здесь такие местные продавцы, что нет, опасно было бы брать. Это не к вам вопрос. Вопрос к вам про деликатесы и питание. В общем за 4 500 по моему со скидкой 5 или 7%, ну не знаю. Я не получила того удовольствия, которое всегда получала с вами. Были минусы , но на которые стоило закрывать глаза, но здесь наверно больше обед и вот такое путешествие покупали , у ребенка было 13 летие , хотели было доехать до Ржева своим ходом , тем более у меня работа связана с командировками куда то еще , но решили именно с вами по такой интересной экскурсии где еще что то мы попробуем, но обед около 4 дня, учитывая что раннее ранней подъем. Ну в целом не получилось у нас праздничного настроения. Спасибо если все выслушали были насыщенные рабочие дня. Спасибо всего доброго ",0,0,0,0,1,1,1,1,0
"1. Иваново и Переславль-заявлены, но по факту-остановка на 30 минут совсем не нужна. В таком формате об этих городах можно просто прочитать. Причем, Иваново-техническая остановка в туалет. А вот в Сергиево -Троицкой лавре 1-часовой экскурсии ничтожно мало. Я бы предпочла большую по времени и чуть меньше свободного времени здесь.
2. Мало включено посещений в стоимость, все практически за допы в других городах. Причем, в Ярославле, если не ошибаюсь, в доп оплату входило посещение храма, где билеты стоят 100рублей.
3. Были все признательны, если бы каждое утро давали по маленькой бутылочке воды в дорогу, прям в автобусе. Это очень добавило бы уважения к организации маршрута. Кроме того, автобус не оснащен пакетиками от тошноты.
4. За все время экскурссии водитель не делал уборки в автобусе. Можно было хотя бы подмести немного. Нас было 47человек, мусор скапливается в проходе так или иначе, у сиденьев тоже. В дороге хочется снять обувь.
5. Во Владимире экскурсовод ужасно быстро говорила, акцентов на каких то событиях не делала. Восприятия материала на было вообще. В таких случаях проще ходить самим, включив интернет.",0,0,0,0,1,1,0,0,1
"79686931122- Выражает слова благодарности фирме Русь за прекрасно организованный тур ""Сквозь эпохи"". 10баллов!
Гостиница - в центре города - 10б.
Программа - 10б. Познавательно,интересно,красиво! Вкусно! (питание)
Гиды на маршруте-10б.
Профессионалы,хорошая речь, доброжелательны.
Гид-сопровождение Марина - 10б. Интересно, грамотно рассказывала по пути.
Водитель-10б. Спокойная поездка.
Замечания по транспорту: 1.климат в автобусе не всегда комфортный, то жара, то холод.
2.просьба организовать мытье стёкол в автобусе. Были поездки обзорные по городу. Ничего не видно!
Общее впечатление-отлично! Спасибо!",1,0,0,0,0,0,0,0,0
"Наше мнение, что от гастрономического там только название- по факту могли бы и по 2 ряпушки положить на дегустации- одну горячего, другую холодного копчения- все равно народ потом идет покупать ее в магазин тут же, а цена у нее совсем не маленькая. Диана прекрасный гид- спасибо ей большое",0,0,0,0,0,1,0,0,0
"Все очень понравилось.
Хотелось бы, чтобы сообщали о сроках оплаты экскурсии на местах. То есть, мол, ""до 12. 00 принимаю деньги на экскурсию, больше такой возможности у вас не будет.""",0,0,0,0,0,0,1,0,0
"9162072645 - Грамотный сопровождающий гид, хорошее питание, проживание, за это большое спасибо! Автобус новый, но свободного места маловато для зимы, кресла удобные. Все правильно спланировано по маршруту. Экскурсий достаточно, голова кругом...",1,0,0,0,0,0,0,0,0
"79151291233 / 79160183191 -5, Добрый день ☀️, поездка прошла великолепно ????, благодарю????????. Очень грамотный гид и водитель, профи своего дела, экскурсия была интересной и познавательной. Единственное, что создавало неудобство-это неисправность микрофона, что раздражало людей, которые находились в конце автобуса ,так как не было слышно ????.",0,0,0,0,0,0,0,0,1
"79165422707- 5, Тур организован очень хорошо. Не понравилось, что после экскурсий совершенно не оставляли свободное время. 10 минут на то, чтобы зайти в туалет, магазин и дополнительные объекты, например, в храм на территории Спамо-Боголюбовмкого монастыря, это невозможно. Потом пришлось догонять группу. Всё-таки, ща свои деньги хочется получить удовольствие, а не заниматься спортивной ходьбой. Хотелось бы попросить вас обратить на это внимание. В остальном все было очень хорошо. Автобус, экскурсии, питание, гостиница, все понравилось.",0,0,0,0,0,1,0,0,0
"9168824234 - 9 - 9 поездка отличная, но хотелось бы при длинных переездах посмотреть фильмы желательно о тех местах куда едем или комедии так время в пути пройдет быстрей. Очень плохо был организован ужин в Нижнем Новгороде. Приехали плпасть в ресторан не могли долго стучали, а когда открыли на столе стоял цезарь холодный чай и ватрушки. Мне в цезарь забыли положть курицу
Ни одного человека мы увидеть не смогли пока не направили одну из туристок узнать что то еще будет на ужин. Минут20 мы ждали и когда она вернулась то принесли холодную гречку с грибами. А в целом все прошло хорошо
Экскурсоводы отличные
Фильмы исторические о тех местах которые должны посетить
",0,1,0,0,0,0,0,0,1
"Отзыв. 5-6 мая 2023 года путешествовала с Туром «Волжское залесье». В целом организация поездки и ее маршрут понравились. Работу операторов оцениваю на 10 баллов (по десятибалльной системе). Отдельное спасибо и благодарность Гиду (с большой буквы) Алексию (к сожалению, его фамилию не знаю). Грамотный, эрудированный и компетентный во всех вопросах – рассказал много нового, чего в интернете сразу не найдешь, вежливый, терпеливый и заботливый на всем протяжение долгого путешествия. Его работу оцениваю на десять с плюсом баллов! (10+). Водителю Александру отдельную благодарность! Автобус вел ровно, без качков и дерганий, подача автобуса четко ко всем точкам локации. Считаю, что заявленный тематический Тур «Волжское Залесье» во многом обязан отлично скоординированной работе Гида и водителя.
Гостиница была выбрана удачно, отдельное спасибо оператору Евгении, которая мне порекомендовала Отель в центре города Костромы. Была дополнительная возможность после ужина полюбоваться набережной и закатами в Костроме. Очень понравилась экскурсия в Плесе, узнала очень много нового, благодаря Гиду Алексею, хотя с Плесом знакома давно.
Над чем следует поработать:
1.    в автобусе нет мест для зарядки телефонов. Если эта проблема не решаема, пожалуйста предупреждайте туристов об этом. Придется брать в путешествие пауэр банк.
2.    Нет аудиогида с наушниками или хотя бы микрофона для Гида. Группа из 33 человек на природе, в городе, на туристических объектах теряет треть информации. Невозможно расслышать то, что говорит Гид, если вы в трех-пяти метрах от него. Наш Гид Алексей на второй день осип/охрип. Поверьте, тяжело удержать внимание такой большой аудитории, без аудиогида.
3.    И большая ложка дегтя в бочке меда – это заключительный обед 06. Мая в Туристическом комплексе «Миловка». В этот день у нас был очень ранний завтрак, в 7 утра. Погода была не по-летнему холодная +8 утром и + 14 днем. Весь день пешим ходом (на шагомере 7 км) и прогулка на катере, некоторые промерзли на катере. После долгой прогулки на воздухе, аппетит нагуляли. Из Плеса специально пообедать привезли нас в «Миловку». Место красивое, шикарное, но «кадры решают все». Явно администратор, не рада была видеть нас на обед. Ушли почти голодные. Порции были очень маленькие. Салат подавался в чайных блюдцах! См. фото. В этой маленькой тарелочке надо было изловчится поймать на вилку салат так, чтобы он не размазался по столу. Суп подавался в маленькой чашке. Заявлено было, что это куриная лапша, но это не так. Суп был из бульонных кубиков с добавлением разной лапши и волокон куриного мяса. Пюре разбавленное водой, размазано по тарелке так, что дно тарелки просвечивает и маленькая куриная котлетка. В детском саду порции больше! Посадка за столы была очень плотная, См. фото. Я сидела на стыке сдвоенных столов – в расщелине тарелка прыгала. Напротив, за столом сидело два человека, а вот меня впихнули в расщелину между двух столов, и мы ютились втроем. Хотя зал огромный, места много и кроме нас никто не обедал. После долгой прогулки на воздухе, нам на обед - детские порции еды с компотом! Да лучше бы самовар в центре этой стилизованной избы поставили, что бы люди отогрелись чаем горячим с пирогами. Администратор «Миловке» молодая со злобным лицом и в черном костюме, как из похоронного бюро гоняла ряженных официантов. «Встречают по одежке, провожают по уму». Красивое, атмосферное место, а сотрудникам, работающим там явно не по плечу этот проект! Если бы была возможность там пообедать за свой счет, я бы так и сделала, так нет ничего! Все под заказ с долгим ожиданием. Почти голодные, мы отправились в обратный путь – это 6 часов до Москвы. Хорошо, что на автостоянках «Лукойл» всегда быстро можно выпить горячий кофе с бутербродом. Это картофельное пюре. Похоже что оно порошковое:( В центре, там где просвечивает дно, засыпано зеленью. Тарелочка маленькая, как в детском саду, поэтому порция на фото может не выглядит маленькой. Сервировка стола. Салатик в блюдце из под чайной чашки. Тарелочка очень маленькая и кажется, что салата много, но это не так. И обратите пожалуйста внимание, меня посадили в расщелину, между двумя столами. Ноги мои уставшие упирались в ножки стола. А локтями меня подпирали соседи по столу справа и слева:( В зале места много, кроме нас никто не обедал. Могли бы нас рассадить не как в детском саду. Если бы я знала, что буду писать отзыв, сделала бы более информативные фото",1,1,0,0,0,0,0,0,0
"Здравствуйте!
Прошло всё нормально.
Впечатления очень хорошие, особенно от Главного Храма Вооруженных Сил России!
Экскурсия на 9 баллов.
Нам немного не понравилось то обстоятельство, что экскурсовод рассказывает по ""Дороге ПАМЯТИ"" в условиях сильного шума от музыки, взрывов снарядов или других звуков, а нам или плохо слышно, или совсем не слышно её рассказа. Может быть, большую часть стоит рассмотреть и рассказать в автобусе, по дороге к Храму? А просмотр панорамы залов провести самостоятельно? Выделить людям время на обзор экспозиции, а комментарии гид сделает после просмотра, также в автобусе.",0,0,0,1,0,0,0,0,1
"Сама экскурсию 10. А вод гид ели на 3. В ресторане отеля накормили кислым салатом и в обед не дали хлеб,а предложили его купить .",0,1,0,0,0,0,0,0,0
"9139742092 - Здравствуйте. Спасибо вам за прекрасный тур и организацию. Всё было хорошо, но всё таки пожелания от туристов остались..
В первый день поездки очень поздно был обед, в 15.30 в Сергиевом Пасаде, а потом через несколько чпсов сразу ужин..Это не очень комфортно.
Если есть возможность, то перенесите его в Дмитров, мы там столько времени провели много..устали, проголодались..
Хотелось бы чуть больше времени для Сергиева Посада.
Спасибо за комфортный автобус и профессионального водителя.

Думаю, что мы не раз ещё встретимся. Благодарю ????",0,0,0,0,0,1,0,0,1
"10, только в ""Княжьем дворе"" обед не понравился
",0,1,0,0,0,0,0,0,0
"Жалоба : 

Некорректное поведение со стороны гида - гид Наталья и Надежда (местный гид) не обозначили, где можно приобрести  еду. Турист не заказывала еду, так как не ест мясо, предполагала заказать на месте. 
Также не обозначили, где место сбора и во сколько. 
Надежда обругала, когда та обратилась снова уточнить, где можно приобрести еду. 
Кафе находится у трассы, магазин оптовый, никакой еды там не было особо.
На обед только в 16 привезли. 

К своей сегодняшней жалобе на гидов: хочу добавить, что буквально в 300 метрах, было какое-то кафе и можно было людей без комплексного обеда сориентировать…это раз.

И два: замечание, про которое я рассказала, что я зашла с чашкой закрытого кофе и меня не хотели пускать…
Позже женщины заходили и ели мороженое прям при гиде , ни гид ни водитель не сказали пи слова…
Плюс сам водитель на остановке мыл свою термокружку, где видимо у него был напиток… т.е. ему можно, с открытым мороженым можно…а с чашкой , по сути , как в термокружке… нельзя?!

Что за двойные стандарты…
",0,1,0,1,0,0,1,0,0
"8
Гид не поехала с нами, вела себя совершенно непрофессионально и экскурсии в её исполнении не впечатлили.
Во-1, когда мы попросили добавить не заказанное питание для нас (был оплачен только завтрак), она лишь плечами пожала. Все вопросы мы решали самостоятельно, хотя в прошлых поездках можно было дозаказать.
Во-2. Экскурсионным материалом она не владеет (я третий раз еду по этому маршруту), читает с листа скучно и повторяется.
В-3. По возвращении в Москву она не проехала с нами и половины пути. Мы ехали 9 часов, понятно, пробки - но санитарную остановку кто должен организовывать, туристы? На первой же заправке все разбрелись и сорок минут там торчали, а в это время набирались пробки. Зато на маршруте гид нас подгоняла постоянно, совершенно нерационально распределяя время.
Всё остальное - отель, маршрут, автобус и его водитель - отлично.",0,0,0,1,0,0,0,1,0
"Было очень мало свободного времени в городах Сергиев Посад, Ростов Великий и Суздаль.
При ранних отъездах лучше делать завтраки накрытие, чем шведский стол, чтобы избежать столпотворения.
Благодарность гиду Жанне, за интересное и познавательное сопровождение на всëм пути и четкую организацию.
Спасибо за тур!
",0,1,0,0,0,1,0,0,0
"89197252065 - оценка 3 - По приезду на территорию производства оказалось, что туалета только 2. Стояли около 30 минут в очереди. Санитарной остановки до этого было. Перед чаепитием с блинами после интерактивной программы не было возможности вымыть руки /и время на это не предусматривалось/, не было и альтернативных влажных салфеток. Экскурсия на производстве малоинформативная, помещение маленькое, группа еле-еле вмещалась в комнаты. На мастер-классе тоже нас торопили, так как следом были еще группы. Хотели купить сувениры-магазин не нашли; в помещении склада было очень!!! тесно, стояли в очередь на оплату около 40 минут в духоте и толкучке. Когда все к указанному времени собрались в автобусе уезжать оказалось что нужно ждать еще 30 минут до сжигания чучела. Обед и дорога без нареканий, спасибо!",0,0,0,0,0,1,0,0,0
"Вы уверены что вам нужен отзыв о плохой организации посадки? К программе и гидам нет вопросов, отработали на 5, а вот организация посадки в автобус по прежнему вызывает недоумение и желание в следующий раз обратиться к другому оператору",0,0,0,0,0,0,0,0,1
"Все хорошо, кроме обратной дороги. Пробки ужасные. Еле успели до закрытия метро, а дальше добиралась на такси. В следующий раз выберу тур в более удобный период.",0,0,0,0,0,0,0,1,0
"79162973611-5, Очень понравилась экскурсия, интересная программа, хорошая организация, шикарная гостиница, интересные мастер-классы и дегустационный обед. Единственный минус- абсолютно несъедобный обед в первый день. Дубовый капустный салат, который сложно было прожевать, пустой уксусный суп, назвать который борщом просто оскорбление, полусырая! тушеная картошка, с 3 кусочками жира размером 3 на 3 мм. С такой несъедобной едой встретились впервые за все время путешествий. Морс и наливки были вкусные, шикарный мастер-класс.Хорошо, что был перекус с собой, а то была бы большая проблема дожить до ужина. Но повторяю- это единственный минус.",0,1,0,0,0,0,0,0,0
"Пробки на дорогах? И вы, конечно, ничего с этим не можете сделать?! Да летом утром в субботу народ едет на дачу. Для вас это новость?! Если нет то почему вы не строите программу с учётом, хотябы 30 минут?! В итоге экскурсии в Спасо Яковлевском монастыре не было!!!! Да и время пребывания там у нас отняли!!!!! Скомкали! И ещё путевой экскурсовод очень нужно и как то неинтересно всё рассказывала!!! Как будто по бумажке читала, потом забывала! Это мнение многих кто был в автобусе! А может уже пора на пенсию. К водителю претензий нет, всё отлично! И были интересные местные экскурсоводы!",0,0,0,1,0,1,0,0,0
"Все замечательно! Спасибо! Программа тура насыщенная, может быть чуть-чуть откорректировать время в некоторых локациях, но это моё субъективное мнение. Пожалуй этот вопрос, больше по линии гида. Гиды работают отлично! Водитель замечательный! Комфортное, профессиональное вождение и отзывчивость в общении с пассажирами. Организаторам",0,0,0,0,0,1,0,0,0
"9,единственный минус, это то что вернулись в Москву на 1,5 часа позже, чем было в расписании.",0,0,0,0,0,0,0,0,1
"79168502826 - Водителю Евгению оценка - 3 с минусом; гиду Елисею - 5, гиду Илье - 4, гостиница - 5. В общем тур оцениваю на 4.
После обсуждения системы оценок по туру, прмгли к мнению, что водитель заслужил оценку ДВА! 1.Вёз не считясь ни с ухабами, ни ""лежачими полицейскими"". 2. На маршруте использовалась неисправная машина - выхлоп шёл в салон, дышать невозможно. Некоторое время ехали с открытой дверью, а машина оставляла густой шлйф дыма. Было страшно, что загоримся, а вылезти невозможно. Очень долго не вызывали замену. В итоге приехал микроавтобус с нормальным водителем. Но сколько было потеряно времени и нервов.
Это мы так из Костромы ехали. К сожалению, на другой день опять был тот же водитель. И поездкой в Рыбинск остались недовольны - можно сказать привезли-отвезли, мало показали, только для галочки, а время было хотя бы для одной экскурсии. Вернули к гостинице за четыре с лишним часа до поезда...Хорошо хоть нас из фойе не выгоняли.",1,0,0,0,0,1,0,0,0
"Поездка замечательная, спасибо. Но питание в гостиннице азимут (особенно ужины) просто отвратительное",0,1,0,0,0,0,0,0,0
"Добрый день! Хотелось бы оставить отзыв о поездке ""Селигер становится ближе"" 06.05.23. В целом - все хорошо. Есть замечания по автобусу. На это раз он был без ремней безопасности. Очень некомфортно из-за этого ехать. То требуют, чтобы все пристегивались, то ремней нет и тишина, как-будто все нормально. Водитель Александр отлично вел, все хорошо, молодец. Далее история с туалетами- когда тебя отправляют в голубую кабинку, их было 2, одна сломана. Стояла конструкция на досках. Это ужас. Это последняя остановка в монастыре. В нормальный туалет они не пускают, только голубая кабина. Руки потом не помыть, а потом всех в чайную еще отправляют. Экскурсовод Любовь старалась все зависящее от нее сделать, чтобы всем во время экскурсии было комфортно в таких жестких условиях с туалетами, везде все подсказывала. Но вообще это позор, когда на месте высадки туристического автобуса нет условий нормальных для людей. Турист платит деньги за тур, а оказывается в таких условиях. Руководству, которое думает, что главное организовать тур, стоит еще продумать комфортные и безопасные условия для туристов.
Теперь про экскурсовода Любовь. Это экскурсовод от Бога. Она, как энциклопедия. Казалось, что она знает все и обо всех. Ее спрашивали про любое сдание/местность/человека-все ответит! Четко, по существу, все зная. Все даты, фио, события, читала стихи по памяти, подготовила очень много наглядных материалов, ее организаторские способности на высоте-весь огромный автобус все четко выполнял, по времени все она смогла четко спланировать и сделать.
Из всех экскурсоводов, которых я ранее видела, она выделяется своим уровнем знаний, своей подачей. Это однозначно один из лучших экскурсоводов вашей компании!",0,0,0,0,0,0,0,0,1
"Тур за такие деньги не интересный. Путевая информация не информативна, не слушали , плохо работал микрофон. Не вкусный обед , за 500р.П рограмму вела экскурсовод Надежда в Калязино , грамотный , интересный рассказчик побольше бы таких экскурсоводов. Не интересно дом ремесел , если нечего показывать не нужно тратить на это время , лучше раньше выехать . В Москву приехали с задержкой более 4 часов, считаю тур плохо продумали, рекомендовать тур не буду.",0,0,0,1,0,1,0,1,0
"очень интересная и насыщенная программа, несмотря на долгие переезды. Хотелось бы отметить всех экскурсоводов, которые проводили экскурсии в разных городах (особая благодарность экскурсоводу в Пушкинских горах и Евгении, которая сопровождала нашу группу во время поездки). Есть одно пожелание: пересмотреть список гостиниц. Даже трехзвездочные гостиницы очень отличаются друг от друга состоянием номеров. Больше всего претензий к гостинице ""Рижская"" в Пскове (это скорее 2*+, чем 3*).",0,0,1,0,0,0,0,0,0
"Хотелось бы больше времени для посещения мемориала, не успели в музей..... Обед лучше делать в 14.00, так как дорога не всегда проходит быстро из-за пробок. Получается мало времени между экскурсией и обедом, все проходит бегом. Город маленький, но интересный оказался.... Ну и сувениры на ходу покупали, тоже нужно давать время на это. Вообщем по-возможности ни где не спешить.....
",0,0,0,0,0,1,0,0,0
"79262836206 - оценка 4 - Для начала хотела оставить негативный отзыв об организованности поездки.
Вообще не понятно было когда приехали в первый город:Переславль-Залесский.
Я все могу понять что из-за праздничных событий были ограничения,но обзорной экскурсии не было и нам дали каких-то жалких 30 минут чтоб мы сами посмотрели город,отвратительно,так мало того еще и туалетов не было рядом,ходили искали,но ничего не нашли…спасибо что на заправке хотя бы остановились и дали возможность.
Экскурсовод Лариса хорошо рассказывает про интересные места и достопримечательности,но частенько забывала что хотела дополнить.
Дальше,мы приехали в Ростов,опять же в кратце рассказали что да как по местам,пошли кушать,отвратительный обед и многие остались не довольными.
В Ярославле все понравилось,город красивый,но для нас не было понятно почему мы вообще стали ночевать не тут,а в Костроме?
Вы понимаете как мы устали за день и пришлось еще ехать до гостиницы,это ужас!
Гостиница хорошая,номера приятные,шведский стол огонь.
Насчет обратной дороги из Костромы была отвратительная,мы до Москвы добирались 7 часов,т.е приехали не в 21:00,а в 23:30.
Почему нельзя сделать проезд водителям по платной дороге??
Хотелось бы чтоб вы в дальнейшем улучшали условия доставки до Москвы и заранее предупреждали что ночевка будет в другом городе",0,1,0,0,0,0,0,1,0
